Trading name,Industry (ANZSIC4) description,Longitude,Latitude
Whittles,Real Estate Services ,144.9450469,-37.82100111
ISES,Educational Support Services,144.9591969,-37.81499761
Telstra,Wired Telecommunications Network Operation,144.98634740000003,-37.8376239
The Catering Company Pty Ltd,Catering Services,144.9303643,-37.79956857
Career Trackers,Employment Placement and Recruitment Services,144.96268899999998,-37.81601764
National Australia Bank,Banking,144.978848,-37.80910388
Dr Mark Peter Umstad,Specialist Medical Services,144.9550404,-37.79885182
RMIT University,Higher Education,144.96566919999998,-37.80637336
Orchid Day Spa,Hairdressing and Beauty Services,144.96119099999999,-37.81323544
The Hot Poppy,Cafes and Restaurants,144.9489706,-37.80473152
St Vincents Hospital Melbourne,Hospitals (except Psychiatric Hospitals),144.9797969,-37.80963365
Mason Black Lawyers Pty Ltd ,Legal Services,144.9577989,-37.81719649
United Facility Group Pty Ltd ,Building and Other Industrial Cleaning Services,144.9642907,-37.80539456
MKC Repair,Electronic (except Domestic Appliance) and Precision Equipment Repair and Maint,144.96294419999998,-37.81491502
Vacant,Vacant Space,144.94618069999999,-37.80327143
Sonar Group,Advertising Services,144.95984330000002,-37.81373064
Andersen Partnership,Other Auxiliary Finance and Investment Services,144.9589392,-37.81595642
Dunne & Goldman,Other Auxiliary Finance and Investment Services,144.95683480000002,-37.81767359
Tractor,Technical and Vocational Education and Training,144.9662609,-37.8114331
Florentine Eyewear ,Optometry and Optical Dispensing,144.951187,-37.81501701
Paint'n Powder,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.964049,-37.81458812
Youth Affairs Council of Victoria,Other Social Assistance Services,144.9685429,-37.81663851
Dr Tony Stubbs,Specialist Medical Services,144.9728919,-37.81330535
Gauge Property,Other Residential Building Construction,144.97025980000004,-37.81468591
Living Music,Music and Other Sound Recording Activities,144.94760109999999,-37.80096695
Polar Express,Non-Store Retailing,144.96813909999997,-37.81199369
Enterprise Outsourcing Pty Ltd,Computer System Design and Related Services,144.957088,-37.81686865
Melbourne Renal Consultants,Specialist Medical Services,144.954319,-37.7997297
Blue Moon Bar,"Pubs, Taverns and Bars",144.9660836,-37.80749583
Antippa Lawyers,Legal Services,144.9735468,-37.81304887
Astute Payroll,Computer System Design and Related Services,144.963491,-37.81775826
Rapid Insurance Group,Auxiliary Insurance Services,144.96102130000003,-37.81649711
Department of Education,State Government Administration,144.9755868,-37.81264492
Viva La Calavera,Non-Store Retailing,144.95723950000001,-37.80745984
Bombay Lounge,Cafes and Restaurants,144.9547681,-37.8059984
Sugar Station,Other Specialised Food Retailing,144.9523393,-37.81815358
The Royal Melbourne Hospital,Hospitals (except Psychiatric Hospitals),144.9559628,-37.79854141
Macrossan Chambers,Legal Services,144.9591969,-37.81499761
Victoria Market Lotto,Newspaper and Book Retailing,144.95723950000001,-37.80745984
Allan Wainwright J Okno & Co,Legal Services,144.9607564,-37.81446659
Chill Bro Paletas,Takeaway Food Services,144.9630189,-37.81073331
French Connection,Clothing Retailing,144.951187,-37.81501701
Enspire Australia,Computer System Design and Related Services,144.9584199,-37.81690508
Commodity Cafe ,Cafes and Restaurants,144.977677,-37.83949217
CPD Interactive Pty Ltd,Technical and Vocational Education and Training,144.9632938,-37.81554941
Multiply Accountant & Advisors,Accounting Services,144.9451204,-37.80652967
Superstar Education,Educational Support Services,144.9697778,-37.81170307
Wild Timor Coffee Carlton Pty Ltd,Cafes and Restaurants,144.9652584,-37.7987209
SMG Health,Medical and Surgical Equipment Manufacturing,144.9767624,-37.8373358
Adriano Carbone Master Tailor,Clothing Manufacturing,144.9645574,-37.81567229
Vacant,Vacant Space,144.9714793,-37.81480807
Vacant,Vacant Space,144.9714793,-37.81480807
Vacant,Vacant Space,144.9714793,-37.81480807
Vacant,Vacant Space,144.9714793,-37.81480807
Vacant,Vacant Space,144.9714793,-37.81480807
Vacant,Vacant Space,144.9714793,-37.81480807
7-Eleven,Convenience Store,144.96615780000002,-37.81361669
No Order Market,Women's Clothing Retailing,144.96270790000003,-37.81388737
MPC Lawyers,Legal Services,144.95998569999998,-37.81452036
Sausages Made Simple,Houseware Retailing,144.94211769999998,-37.80605366
AAT Kings,Scenic and Sightseeing Transport,144.9699175,-37.81784465
Vacant,Vacant Space,144.95880280000003,-37.805871999999994
Framklyn Scholar,Technical and Vocational Education and Training,144.9419092,-37.81284814
Kapara Capital Pty Ltd,Financial Asset Broking Services,144.97074980000002,-37.81492031
Vstar Lawyers And Consultants Pty Ltd,Legal Services,144.9599676,-37.81482935
Easy Cafe,Internet Service Providers and Web Search Portals,144.9667375,-37.81291317
Vacant,Vacant Space,144.9607219,-37.81176227
Vacant,Vacant Space,144.9607219,-37.81176227
Doc Pizza & Mozarella Bar,Cafes and Restaurants,144.96844380000002,-37.7989855
Fitness Australia,Other Personal Services n.e.c.,144.9662961,-37.83070462
TISA Migration Solutions,Other Personal Services n.e.c.,144.95357230000002,-37.81223871
Vacant,Vacant Space,144.9648168,-37.81332876
Esprit,Clothing Retailing,144.9630189,-37.81073331
Maison Tsumiki,Hairdressing and Beauty Services,144.9638386,-37.81245199
School of Population Health (Uni of Melb)/Dept Of Electrical & Electronic Eng,Higher Education,144.96151799999998,-37.80117842
Cash & Stavroulakis Lawyers,Legal Services,144.9602243,-37.81467989
Department of Human Services - Centrelink,Central Government Administration,144.9552105,-37.81936788
Stuart & Hunt,Accounting Services,144.9519882,-37.80422068
Elite Real Estate,Real Estate Services ,144.960166,-37.80845845
Bing Boy QV,Takeaway Food Services,144.9657034,-37.810658000000004
Carben Creative,Motion Picture and Video Production,144.9592234,-37.81698718
Showgrounds Village News & Lotto,Newspaper and Book Retailing,144.91552119999997,-37.78257294
Sate Plus,Bakery Product Manufacturing (Non-factory based),144.9555843,-37.80619737
Plantation Speciality Coffee Roasters,Cafes and Restaurants,144.9657034,-37.810658000000004
A Hereford Beefstouw,Cafes and Restaurants,144.9713707,-37.81593915
Biotempus,Accounting Services,144.9502865,-37.80710712
Antares Capital Partners,Financial Asset Investing,144.9727209,-37.81546181
Ladle & Tong,Takeaway Food Services,144.95723950000001,-37.80745984
Energy Effiency Council Inc,Management Advice and Other Consulting Services,144.94938090000002,-37.80882664
Tastes of Senegal,Takeaway Food Services,144.95795139999998,-37.8176551
Vacant,Vacant Space,144.9645323,-37.81445406
Vacant,Vacant Space,144.9645323,-37.81445406
Home Support Services,Other Interest Group Services n.e.c.,144.9786861,-37.80944581
Marketing Implementation Clinic,Advertising Services,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96294419999998,-37.81491502
Vacant,Vacant Space,144.96294419999998,-37.81491502
Vacant,Vacant Space,144.96294419999998,-37.81491502
Vacant,Vacant Space,144.96294419999998,-37.81491502
AUSTRAL ASIAN MARITIME GROUP PTY LTD,Water Freight Transport,144.9058867,-37.82747834
Manhor Mens Grooming,Hairdressing and Beauty Services,144.9577989,-37.81719649
The Chambers Institute,Higher Education,144.9611919,-37.8153709
Vein Health Vein Clinic,Specialist Medical Services,144.9726281,-37.81430616
Melcorp Property,Real Estate Services ,144.9610322,-37.80709681
Kathmandu,Clothing Retailing,144.9638386,-37.81245199
Calibre,Men's Clothing Retailing,144.9638386,-37.81245199
Vacant,Vacant Space,144.962154,-37.82167834
Vacant,Vacant Space,144.962154,-37.82167834
Professor Mark  Ashton,Specialist Medical Services,144.9550404,-37.79885182
Mor Boutique,Non-Store Retailing,144.9554244,-37.81836574
Caravan Industry Australia,Business and Professional Association Services,144.9337278,-37.80318478
Trinity College,Higher Education,144.95747930000002,-37.79596539
The Barber Club,Hairdressing and Beauty Services,144.9431188,-37.81977079
Melbourne Men's Shed,Other Interest Group Services n.e.c.,144.9699175,-37.81784465
Sass & Bide,Women's Clothing Retailing,144.9638386,-37.81245199
Harkess-Ord,Other Specialised Design Services,144.95159089999999,-37.81287878
Mdranking Melbourne,Non-Store Retailing,144.96499430000003,-37.81279567
Victoria State Emergency Services (VICSES),Fire Protection and Other Emergency Services,144.966006,-37.82567496
Hokuto Japanese Cafe,Takeaway Food Services,144.9634198,-37.80945732
AMZ Training Organisation,Higher Education,144.9347903,-37.78906253
Australia-NZ Education & Migration Centre Pty Ltd,Other Personal Services n.e.c.,144.95975430000001,-37.81355361
Melrose Takeaway,Takeaway Food Services,144.94140269999997,-37.79501722
vacant,Vacant Space,144.9487895,-37.80897146
Gemba Group ,Management Advice and Other Consulting Services,144.9662635,-37.82867463
Vacant,Vacant Space,144.96167319999998,-37.81171289
Pellaroma Cafe Bar ,Cafes and Restaurants,144.96264299999999,-37.82221927
Residential,Vacant Space,144.97713249999998,-37.83600147
Skin And Cancer Foundation Incorporated,Other Health Care Services n.e.c.,144.96828680000002,-37.80482036
Urban Ugg Co,Footwear Retailing,144.9654659,-37.81866105
Karen Millen,Women's Clothing Retailing,144.9630189,-37.81073331
West Travel,Travel Agency and Tour Arrangement Services,144.9187862,-37.82221049
Wellcom,Printing,144.9354196,-37.82313528
Vacant,Vacant Space,144.9462592,-37.80242972
Cine Australasia Pty Ltd,"Electrical, Electronic and Gas Appliance Retailing",144.9253775,-37.82304058
North Melbourne Books,Newspaper and Book Retailing,144.949122,-37.80275061
Vacant (Shop 2),Vacant Space,144.96222969999997,-37.81512975
The Book Grocer ,Newspaper and Book Retailing,144.9626049,-37.81366344
AMP Capital Investors,Non-Residential Property Operators ,144.9726281,-37.81430616
City of Melbourne,Local Government Administration,144.9804557,-37.81296163
Memoria Cafe,Cafes and Restaurants,144.98763,-37.81638646
Christian Science Reading Room,Religious Services,144.9659028,-37.81706291
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Vacant,Vacant Space,144.94406469999998,-37.8015694
Museo Italiano ,Museum Operation,144.9678678,-37.79918207
Cabinet Bar ,"Pubs, Taverns and Bars",144.9662039,-37.81417648
vacant,Vacant Space,144.97104050000002,-37.7960463
vacant,Vacant Space,144.97104050000002,-37.7960463
vacant,Vacant Space,144.97104050000002,-37.7960463
The Bottom End / Burger Boys,"Pubs, Taverns and Bars",144.95560600000002,-37.81782672
Vacant,Vacant Space,144.9670006,-37.80365967
Harcourts Melbourne City,Real Estate Services ,144.9693797,-37.81398457
The Courthouse Hotel,"Pubs, Taverns and Bars",144.94995569999998,-37.80287733
Terra Firma,Management Advice and Other Consulting Services,144.9606531,-37.81752882
Kimono House,Other Store-Based Retailing n.e.c.,144.9667041,-37.81674222
Heavy D's Cafe & Sanwich Bar,Cafes and Restaurants,144.9458305,-37.821044
Ambition Group Limited,Employment Placement and Recruitment Services,144.9589392,-37.81595642
Nobody Denim,Clothing Retailing,144.9628783,-37.81261442
BUPA,Health Insurance,144.97172619999998,-37.81546152
T Life,"Electrical, Electronic and Gas Appliance Retailing",144.9630189,-37.81073331
The Corner Chicken Shop,"Fresh Meat, Fish and Poultry Retailing",144.95723950000001,-37.80745984
Lord of the Fries,Takeaway Food Services,144.9523393,-37.81815358
Ntegrity,Computer System Design and Related Services,144.9593794,-37.8150902
Simon Wragg & Associates,Engineering Design and Engineering Consulting Services,144.94535280000002,-37.8068965
Canturi,Watch and Jewellery Retailing,144.964049,-37.81458812
Trinity College,Higher Education,144.96305049999998,-37.80138172
vacant,Vacant Space,144.9530975,-37.80876396
Alexandre Santos Brazilian Jiu Jitsu,Sports and Physical Recreation Instruction,144.9495517,-37.80497299
Department Of Human Services,Central Government Administration,144.95675569999997,-37.81550891
ABC Cafe,Cafes and Restaurants,144.958212,-37.81022045
Co Health,Other Social Assistance Services,144.9274102,-37.79735385
Urbanest - Berkley St,Accommodation,144.95879240000002,-37.80309914
Inspired Staffing,Employment Placement and Recruitment Services,144.95755549999998,-37.80463006
OZ Bathrooms,Hardware and Building Supplies Retailing,144.9115873,-37.80163548
Kahns Lawyers,Legal Services,144.96018859999998,-37.81547268
Vacant,Vacant Space,144.96270790000003,-37.81388737
Mr David Grace,Legal Services,144.95996399999999,-37.81269018
Welsh Presbyterian Church,Religious Services,144.9600699,-37.81028748
Melbourne Black Rabbit,"Pubs, Taverns and Bars",144.96102130000003,-37.81649711
Open Text Pty Ltd,Computer System Design and Related Services,144.95892369999999,-37.81817724
Arch Insurance,General Insurance,144.95996530000002,-37.81877654
I Bean Cafe,Takeaway Food Services,144.97049619999999,-37.81055707
Burger Edge,Takeaway Food Services,144.9557168,-37.81571633
Pax Institute of Education,Technical and Vocational Education and Training,144.9606804,-37.81402844
Centre for Excellence in  Child & Family Welfare,Other Social Assistance Services,144.9608186,-37.81804618
Vacant,Vacant Space,144.9606804,-37.81402844
Vacant,Vacant Space,144.9606804,-37.81402844
Vacant,Vacant Space,144.9606804,-37.81402844
Vacant,Vacant Space,144.9606804,-37.81402844
Vacant,Vacant Space,144.9606804,-37.81402844
Vacant,Vacant Space,144.9606804,-37.81402844
Vacant,Vacant Space,144.9606804,-37.81402844
Vacant,Vacant Space,144.9606804,-37.81402844
Lord Commercial Lawyers,Legal Services,144.9602243,-37.81467989
Jason Hewitt/Amber Arizono,Jewellery and Silverware Manufacturing,144.9667041,-37.81674222
Kate Hill ,Other Personal Accessory Retailing,144.951187,-37.81501701
Vacant,Vacant Space,144.9564273,-37.82814242
Basement Espresso,Cafes and Restaurants,144.9778946,-37.80895362
Advent Partners,Other Auxiliary Finance and Investment Services,144.9662623,-37.82066923
Le-Nguyen Pho & Bakery Cafe,Cafes and Restaurants,144.9450469,-37.82100111
Swiss Re Australia Ltd,General Insurance,144.96268899999998,-37.81601764
David Lawrence,Women's Clothing Retailing,144.9649778,-37.81501382
21st Centery Dental Laboratory,Medical and Surgical Equipment Manufacturing,144.9675389,-37.81271995
Cake Deco,Other Store-Based Retailing n.e.c.,144.9665517,-37.81724878
Monash University Law Chambers,Higher Education,144.9562135,-37.81439357
Stocks Digital,Computer System Design and Related Services,144.957088,-37.81686865
William Douglas Jeweller,Jewellery and Silverware Manufacturing,144.9728919,-37.81330535
Vacant,Vacant Space,144.93790669999998,-37.8248477
vacant,Vacant Space,144.971168,-37.79527787
Accenture Australia Ltd,Management Advice and Other Consulting Services,144.9657034,-37.810658000000004
Melbourne Medical Centre Pain Clinic,Dental Services,144.9793123,-37.84459479
Musgrave & Long Electric Motor Repairs,Other Machinery and Equipment Repair and Maintenance,144.94671269999998,-37.80119084
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Vacant,Vacant Space,144.9561073,-37.81571393
Viju Hair & Beauty,Hairdressing and Beauty Services,144.9672768,-37.812431200000006
CK Medicolegal Reports Pty Ltd,Legal Services,144.9793123,-37.84459479
Evan Evans,Printing,144.94401000000002,-37.80619265
Malta Consul General,Foreign Government Representation,144.9632938,-37.81554941
Calendar Cheese Company,Dairy Produce Wholesaling,144.9085514,-37.82413224
Vacant,Vacant Space,144.9678112,-37.81543145
Kebabworld,Takeaway Food Services,144.96294419999998,-37.81491502
Delhi Belly,Cafes and Restaurants,144.94414469999998,-37.82029136
Metro Club & Broker,Taxi and Other Road Transport,144.9495006,-37.80213747
Mrs Fields Bakehouse QV Shop ,Takeaway Food Services,144.9657034,-37.810658000000004
The Coffee Commission ,Takeaway Food Services,144.9707087,-37.81358646
Christina Hayes / Kirsten Lee Turner,"Creative Artists, Musicians, Writers and Performers",144.9667041,-37.81674222
Vesparum Capital,Other Auxiliary Finance and Investment Services,144.9725731,-37.79744717
The Faculty Management Consultants Pty Ltd ,Management Advice and Other Consulting Services,144.9740236,-37.80899992
Vacant (Shop 12),Vacant Space,144.96222969999997,-37.81512975
Vacant,Vacant Space,144.9706892,-37.82963504
Ossie's Hairdressing,Hairdressing and Beauty Services,144.961389,-37.81825094
Garage Cafe & Bar,Cafes and Restaurants,144.95840990000002,-37.80041082
Harley House Osteopathy ,Chiropractic and Osteopathic Services,144.9728919,-37.81330535
Senior Arts Supplies,Stationery Goods Retailing,144.9655862,-37.81729631
Silks,Cafes and Restaurants,144.9586604,-37.82312164
Study Co,"Adult, Community and Other Education n.e.c.",144.96325380000002,-37.81706705
Strang Systems,Freight Forwarding Services,144.930105,-37.82276066
Tiamo Coffee,Cafes and Restaurants,144.9670898,-37.79822136
The University of Melbourne,Higher Education,144.9612468,-37.79739836
Australian Network On Disability Ltd,Business and Professional Association Services,144.96270980000003,-37.81858716
Romeo Takeaway Cafe,Takeaway Food Services,144.95723950000001,-37.80745984
Hammondcare,Aged Care Residential Services,144.94406469999998,-37.8015694
Bevilles Jewellers,Jewellery and Watch Wholesaling,144.9662961,-37.83070462
JD's,Employment Placement and Recruitment Services,144.95734319999997,-37.82723191
Raku Raku,Takeaway Food Services,144.9693797,-37.81398457
Dr Robert Sloane,Specialist Medical Services,144.9822638,-37.8094576
Vacant,Vacant Space,144.9692464,-37.81618024
Counselling In Melbourne ,Other Allied Health Services,144.957088,-37.81686865
Silverdale Services,Other Auxiliary Finance and Investment Services,144.97247240000002,-37.81346244
Vacant,Vacant Space,144.9568884,-37.8196249
Vacant,Vacant Space,144.9568884,-37.8196249
Vacant,Vacant Space,144.9568884,-37.8196249
Vacant,Vacant Space,144.9568884,-37.8196249
Vacant,Vacant Space,144.9542983,-37.81392014
Vacant,Vacant Space,144.9542983,-37.81392014
Blindside Gallery,Other Store-Based Retailing n.e.c.,144.9667041,-37.81674222
Vacant,Vacant Space,144.9624375,-37.81798973
Vacant,Vacant Space,144.9624375,-37.81798973
Vacant,Vacant Space,144.9624375,-37.81798973
Foxley,Internet Service Providers and Web Search Portals,144.9611131,-37.81745676
A'Beckett Consultancy Services Group,Other Personal Services n.e.c.,144.96236580000001,-37.80901205
H Leffler & Son Pty Ltd,Other Agricultural Product Wholesaling,144.91803269999997,-37.80029439
St Peter Institute,Higher Education,144.9654075,-37.81386024
Student Residential,Accommodation,144.9631443,-37.80057867
The Melbourne Shop by Lumbi,Other Store-Based Retailing n.e.c.,144.964049,-37.81458812
Lee Hecht Harrison Pty Limited,Employment Placement and Recruitment Services,144.9662623,-37.82066923
Connellan Industries,Non-Residential Building Construction,144.9450879,-37.80330161
S H Designs Pty Ltd,Other Specialised Design Services,144.9591969,-37.81499761
APCD,Computer System Design and Related Services,144.95851930000003,-37.81711876
Norton Rose ,Legal Services,144.9595925,-37.81587957
Mr Simon MacEwan,"Creative Artists, Musicians, Writers and Performers",144.9667041,-37.81674222
Vacant,Vacant Space,144.9457644,-37.82205739
Vacant,Vacant Space,144.9457644,-37.82205739
Om Nom,Cafes and Restaurants,144.9683751,-37.81635789
Grant Thornton Australia Limited ,Accounting Services,144.957551,-37.818662599999996
,Vacant Space,144.920988,-37.82600955
Dr Wong Private Consulting,Specialist Medical Services,144.954319,-37.7997297
Vacant,Vacant Space,144.9654659,-37.81866105
Vacant,Vacant Space,144.9654659,-37.81866105
Kenzo,Clothing Retailing,144.9701092,-37.81281453
Toll Holdings Limited ,Electronic Information Storage Services,144.93696119999998,-37.79385898
English Key,"Adult, Community and Other Education n.e.c.",144.96016819999997,-37.81091493
Trade Secret,Clothing Retailing,144.951187,-37.81501701
Kong Chew Society,Other Interest Group Services n.e.c.,144.96577040000003,-37.81206133
Clinica Lase ,Hairdressing and Beauty Services,144.9668773,-37.79676201
State Netball & Hockey Centre Shop,Health and Fitness Centres and Gymnasia Operation,144.947632,-37.78541878
Cargill Australia Limited ,Other Grain Growing,144.9622689,-37.82266873
Heartland Records,Entertainment Media Retailing,144.9520111,-37.80519558
Monaco Court Pty Ltd,Jewellery and Silverware Manufacturing,144.959442,-37.81730302
Biryani King,Cafes and Restaurants,144.96542119999998,-37.80670799
Australia Internet Solutions,Computer System Design and Related Services,144.9536422,-37.82253633
Zanity Online Marketing ,Computer System Design and Related Services,144.957551,-37.818662599999996
Flight Centre,Travel Agency and Tour Arrangement Services,144.96253380000002,-37.81532014
Vacant,Vacant Space,144.95064409999998,-37.80906505
Windor Smith,Footwear Retailing,144.9630189,-37.81073331
WH Smith (Level 1),Newspaper and Book Retailing,144.9523393,-37.81815358
QnFlowers,Flower Retailing,144.95723950000001,-37.80745984
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Vacant,Vacant Space,144.9707087,-37.81358646
Milestone English Academy Pty Ltd,Technical and Vocational Education and Training,144.9606804,-37.81402844
Vacant,Vacant Space,144.9218372,-37.82176499
Vacant,Vacant Space,144.9218372,-37.82176499
Vacant,Vacant Space,144.9218372,-37.82176499
Vacant,Vacant Space,144.9218372,-37.82176499
Vacant,Vacant Space,144.9218372,-37.82176499
Vacant,Vacant Space,144.9218372,-37.82176499
Media Arts Lawyers,Legal Services,144.946318,-37.80292773
McDonald's Bourke St West,Cafes and Restaurants,144.9617562,-37.81416355
UCLA,Clothing Retailing,144.93782990000003,-37.81315031
Tandem,Management Advice and Other Consulting Services,144.97704280000002,-37.83774553
Kegam Kara Jewellery,Jewellery and Silverware Manufacturing,144.9658102,-37.81472467
Vacant,Vacant Space,144.9618882,-37.82322463
The Melbourne Athenaeum Library,Libraries and Archives,144.9672778,-37.81485585
Peter Alexander,Clothing Retailing,144.9638386,-37.81245199
Coghlan Duffy & Co,Legal Services,144.957551,-37.818662599999996
Urban Creative,Architectural Services,144.9667041,-37.81674222
Joseph George Jewellery,Non-Store Retailing,144.9649331,-37.81662781
Coachwood,Employment Placement and Recruitment Services,144.95219519999998,-37.80962374
Natures Care Of Victoria Pty Ltd,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9659188,-37.81221017
Leap's Bakery Cafe,Takeaway Food Services,144.9566017,-37.81988484
Dr Boski Shah,Specialist Medical Services,144.97870480000003,-37.80963919
The Dental Solution,Dental Services,144.9660881,-37.81602805
St Marys Church,Religious Services,144.95355869999997,-37.80296525
vacant,Vacant Space,144.9670405,-37.79838736
vacant,Vacant Space,144.9670405,-37.79838736
vacant,Vacant Space,144.9670405,-37.79838736
Sushi Sushi,Cafes and Restaurants,144.9662156,-37.8141284
Water Research Australia,Other Interest Group Services n.e.c.,144.94019939999998,-37.81427742
Fit 2B Australia ,Sports and Physical Recreation Instruction,144.9602243,-37.81467989
Festival Hall,Performing Arts Venue Operation,144.9463498,-37.81114753
Docklands Pizzaria,Takeaway Food Services,144.94019939999998,-37.81427742
Simon West Fine Jewellery,Jewellery and Silverware Manufacturing,144.96612580000001,-37.81528474
Vacant,Vacant Space,144.94863840000002,-37.80374164
Ugg Australia,Footwear Retailing,144.9523782,-37.82539976
Mr Nice Guy,Cafes and Restaurants,144.9560169,-37.8134766
Somerset On Elizabeth Pty Ltd,Accommodation,144.9628783,-37.81261442
Material by Product,Business and Professional Association Services,144.973096,-37.81314584
Chimaera Capital Pty Ltd,Other Auxiliary Finance and Investment Services,144.9628167,-37.81693351
Happy Travels,Travel Agency and Tour Arrangement Services,144.96433159999998,-37.81741878
Align Capital,Other Auxiliary Finance and Investment Services,144.96938600000001,-37.81492106
Cowboy Cafe,Cafes and Restaurants,144.962154,-37.82167834
Vacant,Vacant Space,144.973096,-37.81314584
Vacant,Vacant Space,144.973096,-37.81314584
Vacant,Vacant Space,144.973096,-37.81314584
TK Associates,Other Personal Services n.e.c.,144.96281159999998,-37.81581721
Pretty Mama,Cafes and Restaurants,144.9535531,-37.8153588
Westminster Lawyers,Legal Services,144.95851930000003,-37.81711876
Queen Victoria Market Pet Shop,Other Store-Based Retailing n.e.c.,144.95723950000001,-37.80745984
Collins Home Loans,Other Auxiliary Finance and Investment Services,144.9688573,-37.81199769
William Sushi,Takeaway Food Services,144.960326,-37.8159076
Batman's Hill On Collins Hotel,Accommodation,144.95469,-37.81929312
Australia Magic Education,Technical and Vocational Education and Training,144.957088,-37.81686865
Australian Postal Corporation,Postal Services,144.9707087,-37.81358646
Aston,Engineering Design and Engineering Consulting Services,144.9621886,-37.81758572
Australia - Indonesia Business Council Limited,Foreign Government Representation,144.9701092,-37.81281453
Leanne Warren & Associates,Legal Services,144.9544768,-37.81256938
Ozasia Real Estate Pty Ltd,Real Estate Services ,144.96718669999998,-37.80954056
Paramount Residential Real Estate,Real Estate Services ,144.9697778,-37.81170307
Entertaining Envirnoments,Engineering Design and Engineering Consulting Services,144.9253775,-37.82304058
Melbourne City Watchmaker,Other Repair and Maintenance n.e.c.,144.9693797,-37.81398457
Vacant,Vacant Space,144.9573923,-37.81531863
Vacant,Vacant Space,144.9667551,-37.81486813
Arthur Daley's Clearance House,Other Store-Based Retailing n.e.c.,144.9667041,-37.81674222
Halim Group,Land Development and Subdivision,144.9606531,-37.81752882
Alma Travel Centre,Travel Agency and Tour Arrangement Services,144.96534069999998,-37.81620631
Toll SPD,Road Freight Transport,144.9139279,-37.80610404
Australian Red Cross,Other Health Care Services n.e.c.,144.9614882,-37.80258243
Joe Black,Men's Clothing Retailing,144.9693797,-37.81398457
Cafe Corretto,Cafes and Restaurants,144.96674099999998,-37.80004558
Thirst Creative,Advertising Services,144.96802069999998,-37.79844782
Patricia,Takeaway Food Services,144.9582279,-37.81468561
Total Face Group,Specialist Medical Services,144.9735468,-37.81304887
Ausway Recruitment,Employment Placement and Recruitment Services,144.96778669999998,-37.81264684
Sunglass Hut ,Other Personal Accessory Retailing,144.9523782,-37.82539976
Modernized Painting Services,Painting and Decorating Services,144.9391842,-37.79045741
Eyes On Southbank Pty Ltd,Optometry and Optical Dispensing,144.9662623,-37.82066923
OPSM,Optometry and Optical Dispensing,144.96215149999998,-37.81417582
Bank Of Melbourne ,Banking,144.95683480000002,-37.81767359
Wainwright Ryan Eid  Lawyers,Legal Services,144.9564217,-37.81365662
Lambert Capital,Other Auxiliary Finance and Investment Services,144.9726281,-37.81430616
H M Hearn Pty Ltd,Legal Services,144.96008590000002,-37.81638558
Melbourne Eye Centre,Specialist Medical Services,144.97488710000002,-37.80862592
B J Dewan & Co Pty Ltd,Textile Product Wholesaling,144.94450759999998,-37.80138303
The Australian College of Hair Design & Beauty,Technical and Vocational Education and Training,144.9662007,-37.81642646
Galaxy Nails Spa,Hairdressing and Beauty Services,144.91552119999997,-37.78257294
Shine Hair & Beauty,Hairdressing and Beauty Services,144.9602803,-37.81158232
Lu's Healthcare,Other Allied Health Services,144.9657034,-37.810658000000004
8 Beans Cafe,Takeaway Food Services,144.9525725,-37.80739774
Oz Consultancy Services Pty Ltd,Other Personal Services n.e.c.,144.9532514,-37.81166257
