Trading name,Longitude,Latitude
Taylor Thomas Whitting,144.9620054,-37.81714399
Vacant,144.9672218,-37.80554762
Auscript,144.9591221,-37.81858017
Kiss N' Fly,144.9668768,-37.81259409
Barolo Brothers Pty Ltd,144.9726281,-37.81430616
G Adventures,144.9563293,-37.8248918
Valence Consulting,144.9453528,-37.8068965
Zurkic Mining Consultants,144.9394657,-37.7887692
Erning's Chinese Medicine Clinic,144.951914,-37.80566324
Administrative Appeals Tribunal,144.9574732,-37.81753383
Lexy Group,144.9406594,-37.8149263
Levi's Melbourne Central,144.9630189,-37.81073331
Victorian Funds Management,144.9707498,-37.81492031
vacant,144.9679569,-37.79983347
vacant,144.9679569,-37.79983347
vacant,144.9679569,-37.79983347
vacant,144.9679569,-37.79983347
vacant,144.9679569,-37.79983347
Warung Agus,144.9513664,-37.80562951
Reserve Bank of Australia,144.9716242,-37.81361885
See Yup Society,144.9687601,-37.81131219
Cerrone,144.9648999,-37.81536587
Newquay Sales Centre,144.942139,-37.81434525
Taipei Economic & Cultural Office,144.9707087,-37.81358646
Etihad Airways,144.9475776,-37.81656591
,144.9610352,-37.80457546
Shine Solutions Group,144.9561073,-37.81571393
Illusion Bar & Nightclub,144.9611486,-37.80459072
Department of Premier & Cabinet,144.9707087,-37.81358646
Vacant,144.9653434,-37.80456452
EMart Grocery,144.9672757,-37.81036664
UXC Limited,144.9621844,-37.81615528
Pimp my Mobile,144.9378299,-37.81315031
Chatime,144.9672768,-37.8124312
Dixon Appointments,144.9638231,-37.81662708
Maestro,144.9523782,-37.82539976
Seafood & Oyster Spot,144.9572395,-37.80745984
The Garnett Passe & Rodney Williams Memorial Foundation,144.9787048,-37.80963919
Chobab Cuptop,144.9612043,-37.8138513
CSL Limited,144.9539269,-37.79746438
Healthy Fusion,144.9657034,-37.810658
Calder Consultants Pty Ltd,144.9450469,-37.82100111
Melbourne Oral & Facial Surgery Pty Ltd,144.9713152,-37.81460613
Vacant,144.9615973,-37.82236027
Vacant,144.9643593,-37.81143223
Vacant,144.9707353,-37.81595762
Vacant,144.9707353,-37.81595762
Vacant,144.9707353,-37.81595762
Destination Docklands,144.9401994,-37.81427742
Zambrero,144.9612468,-37.79739836
Slavic Welfare Association Inc,144.9661707,-37.81699341
DFK Lonsdale,144.9656577,-37.81541957
Fremantle Football Club Limited,144.9479753,-37.81925128
Ichi Ichi Ku Izakaya,144.9822675,-37.8343508
Collins Place Medical Clinic,144.9713489,-37.8143446
Capitol Theatre,144.9657774,-37.81507697
Regulation Authority,144.9578132,-37.81636534
Journey By Nada Igual ,144.9664255,-37.81682355
Creative Plastering Group,144.9419523,-37.80253542
Gazi,144.9727209,-37.81546181
Linfox Australia Pty Ltd,144.9107777,-37.80570458
Los Argentinos Lygon,144.9660984,-37.80378355
Marwaha Overseas,144.964608,-37.81805666
Inventium Pty Ltd,144.9703998,-37.81568875
Data Solutions Group Pty Ltd ,144.9703998,-37.81568875
Anno Domini Home,144.9667041,-37.81674222
The Right IT,144.9449612,-37.81396231
Ray White Southbank ,144.9584691,-37.82774004
Vacant,144.96826,-37.81079362
Vacant (Shop 37),144.9622297,-37.81512975
Kenny Pittock Studios,144.9667041,-37.81674222
Camilla,144.9638386,-37.81245199
Nutrition Australia - Victorian Division,144.9651925,-37.80392916
Absolute MMA & Conditioning,144.9711075,-37.81240259
Cafe Felice,144.9601886,-37.81547268
Bell & Barnett,144.9630189,-37.81073331
Office of Public Prosecution,144.9557544,-37.81451774
Melbourne Jewellery,144.9378299,-37.81315031
RMIT University,144.9645504,-37.80818365
Haighs Chocolates,144.9649993,-37.81309229
The Reject Shop Limited ,144.9335138,-37.78876522
Quicksilver,144.9523782,-37.82539976
REI Super,144.9589237,-37.81817724
L'Occitane En Provence,144.9638386,-37.81245199
Collins Street Radiology,144.9733552,-37.81383756
Sumitomo Australia,144.9707498,-37.81492031
The University of Melbourne,144.9612468,-37.79739836
Quest Jolimont ,144.9795714,-37.81676291
MPA Accountants Pty Ltd,144.9625867,-37.8162988
Hana Relaxation,144.9640121,-37.81488174
Infinity Gallery Pty Ltd,144.9440432,-37.80683644
Food Works,144.9490086,-37.80323405
Del Sol,144.9378299,-37.81315031
Frogs On The Run ,144.9362954,-37.82366685
Technetics Data recovery / Technetics Consulting,144.942967,-37.82514599
Francis Perry House,144.9550404,-37.79885182
Royal Melbourne Hospital Private Radiology,144.9559628,-37.79854141
Sushi Handroll,144.9651132,-37.8225552
vacant,144.9497515,-37.80931286
Lauders Group,144.9713152,-37.81460613
Wingate,144.9707498,-37.81492031
Alltrade Alluminium ,144.938664,-37.79320711
Marigold Falconer,144.9591221,-37.81858017
Molemap by Dermatologists,144.9682868,-37.80482036
Healthland Spa,144.9673011,-37.81041955
Vacant,144.9672837,-37.80817356
The Book Grocer ,144.9605077,-37.81527162
Pampering Palms Studio,144.9423118,-37.81341856
Travel Money Oz,144.9629442,-37.81491502
Complete Career Management,144.9628116,-37.81581721
Trenery Spencer Outlet Centre,144.951187,-37.81501701
Citadel Health,144.9589237,-37.81817724
Australian Industrial Systems Institute,144.9605306,-37.81240787
Vacant,144.984101,-37.8143311
Phillip Capital,144.9633433,-37.81611256
Let's Cook &,144.9646469,-37.81288667
Brookfield Multiplex Developments ,144.9116038,-37.78231999
Cosco Shipping,144.962643,-37.82221927
Bank Of Melbourne,144.962639,-37.814114
Forever New,144.9583432,-37.82559096
NGV International ,144.9686338,-37.82281707
Peter Alexander,144.9630189,-37.81073331
Midas,144.967761,-37.79751326
Vichankorn Keyuranggul,144.954319,-37.7997297
Vacant,144.9814844,-37.83549829
Sensaphonics Australia Pty Ltd,144.9628116,-37.81581721
Ace Vape,144.9711919,-37.79718516
The Salon By Louis Roderer,144.9638295,-37.81344503
McDonalds,144.9630189,-37.81073331
HACER Group,144.952987,-37.79866485
Chinta Ria Soul,144.9638386,-37.81245199
JA Davey,144.9187862,-37.82221049
V & J Menswear,144.9649678,-37.81719024
Acquum Consulting Pty Ltd,144.9401994,-37.81427742
O'Brien Catering Group,144.9823854,-37.82487806
Evans Ellis Lawyers,144.9605077,-37.81527162
Powercor Network Services,144.9663987,-37.81158825
Mediacom,144.9678476,-37.81450301
Lincoln Square Fitness,144.9614597,-37.80194018
Premier Professional Partners,144.9656141,-37.80385341
Trans Otway Travel Melbourne,144.9632938,-37.81554941
Residential,144.9711704,-37.80047939
Blowdry Bar Collins St,144.9579514,-37.8176551
Astral Consulting Services Pty Ltd ,144.9660268,-37.82271834
Ruggles Dry Cleaners,144.954944,-37.81850425
Sriracha Thai,144.9657034,-37.810658
What's Up Hair,144.9641977,-37.81712079
Local Folk Cafe,144.9256097,-37.79223674
Embla,144.9687154,-37.81342961
The Raymond Hader Clinic,144.9798732,-37.84459108
Mobile Network pty ltd,144.9444471,-37.80624547
Bruce McFarlane's,144.962689,-37.81601764
Next Step Strategies Group,144.968026,-37.81534394
Bank of Melbourne,144.9589224,-37.81630648
The Melbourne Wine Store,144.9760426,-37.83570366
ACMI X,144.9673119,-37.82201714
Office Of The General Assembly,144.9681545,-37.81464273
Academic Hearing Aids,144.9639357,-37.80387439
Pro Bono Australia,144.9767624,-37.8373358
MDA National,144.9662961,-37.83070462
Access HQ,144.9716242,-37.81361885
Lui Hon ,144.9667041,-37.81674222
Accor Plus,144.9624375,-37.81798973
Australian Government V V C S,144.961007,-37.80862891
Pro-Repair,144.9473542,-37.80093993
Games Workshop,144.9701092,-37.81281453
La Casa Del Habano,144.9698467,-37.81516811
Qube Logistics (Vic) Pty Ltd,144.9287728,-37.8025717
Campari,144.9662961,-37.83070462
Ultraset,144.9611919,-37.8153709
Mrs Parma's ,144.9719903,-37.81074304
VSW Migration Consultants,144.957088,-37.81686865
Urban Circus,144.9688573,-37.81199769
Aquila,144.9642312,-37.81597639
Wonderful Garden,144.9545688,-37.81861166
Lansdowne Eye Clinic,144.9778946,-37.80895362
Dr Weiqing Huang/ Dr Huon O'Sullivan ,144.9550404,-37.79885182
Pizza Max ,144.9487028,-37.80894762
City Convenience Store,144.9665327,-37.81612975
Vince & Dom Hairdressing,144.9695458,-37.81093839
Kokoro Ramen,144.9678627,-37.81093607
Spire,144.9668813,-37.82169186
Woodlink,144.9726281,-37.81430616
Brain Injury Matters Inc ,144.9661707,-37.81699341
The Tea Centre,144.9638386,-37.81245199
University College,144.9595128,-37.79155386
DTAC,144.920988,-37.82600955
Riot Art & Craft,144.9657034,-37.810658
vacant,144.9673284,-37.80031291
World Food Books,144.9667041,-37.81674222
Rice @ Collins,144.9568348,-37.81767359
Nitero,144.9627288,-37.8013409
Genesis Tiles Pty Ltd,144.915846,-37.80124038
Moorabbin Cabinets,144.9619461,-37.81861863
Ranstad Recruitment,144.957551,-37.8186626
Tom's Grocery Plus,144.9532987,-37.81625435
Vacant,144.9343455,-37.79553129
FOI Solutions,144.9584199,-37.81690508
Womens Property Initiative,144.9685429,-37.81663851
Paxus Australia Pty Limited,144.9411967,-37.81308483
Lord of the Fries,144.9666228,-37.8163275
ACS Laboratories ,144.9358418,-37.7914562
Kaefei,144.9564474,-37.81270785
Vacant,144.9286093,-37.78939523
Blaze Advertising Pty Ltd,144.9678476,-37.81450301
M&C Saatchi,144.9775355,-37.83909862
Vivid Cleaning + Property Services,144.9253775,-37.82304058
Mayfair Operating Centre,144.9581897,-37.80055483
Bluedot Innovation,144.9796297,-37.81802812
Nine West,144.9651119,-37.81344446
Fedelta,144.9401994,-37.81427742
Unispace Global Pty Ltd,144.9737201,-37.81372701
Investment Growth Pty Ltd ,144.962689,-37.81601764
Highlander Bar,144.9579702,-37.81970334
Punt Hill Apartments,144.9654844,-37.81710105
Hypatia Information And Services Pty Ltd,144.9498755,-37.79995413
Mekong Vietnam,144.9647784,-37.81239263
Royal Custard Puff,144.9672768,-37.8124312
Douglas Menzies Chambers,144.9580871,-37.81476776
Lovey Dovey Fashion House,144.9649678,-37.81719024
Galvin Engineering,144.9253775,-37.82304058
International College of Melbourne Pty Ltd,144.9666228,-37.8163275
Marroo,144.9615306,-37.81556194
Backpackers World Travel,144.9659973,-37.81752037
Lonsec Fiscal,144.9702813,-37.8139675
Lygon Food Store,144.966868,-37.79929755
Amplifier Agency Pty Ltd,144.9726281,-37.81430616
Neverland Store,144.9523782,-37.82539976
Platinum Taxi Services,144.9557888,-37.80504392
Adeline YL Chong,144.9728919,-37.81330535
Interasia Group Pty Ltd,144.9609288,-37.81625601
Behr & Co,144.9630189,-37.81073331
Miles Advisory Partners Pty Limited ,144.9693797,-37.81398457
Travel Connections,144.9497184,-37.80439667
Mywave,144.9616143,-37.81773812
Grocery Bar East Melbourne,144.9856254,-37.81004657
Chelsini's ,144.962154,-37.82167834
The Coalition of Major Professional and Participation Sports,144.957088,-37.81686865
Dandolo Partners Pty Ltd,144.9602891,-37.81485954
Vacant,144.9675389,-37.81271995
Vacant,144.9432748,-37.80155155
Vacant,144.9674455,-37.8081678
DLA Piper Australia,144.9589392,-37.81595642
Jack Ta & Associates,144.9560169,-37.8134766
Little Sparrow Melbourne,144.9638386,-37.81245199
Zenitas Healthcare Ltd,144.9757194,-37.83548357
Hotel Lindrum,144.9735899,-37.81528647
Krohue Australia,144.9679569,-37.79983347
Administrative Appeals Tribunal,144.957018,-37.81647428
Indemnity Solutions,144.9737201,-37.81372701
Et Al,144.9649331,-37.81662781
IMC Hair Salon,144.9694513,-37.81037184
Vacant,144.9168766,-37.82086256
HTS Accountants ,144.9632938,-37.81554941
7-Eleven,144.9565185,-37.82099397
Vacant,144.9624418,-37.81728432
Vacant,144.9624418,-37.81728432
Vacant,144.9624418,-37.81728432
Vacant,144.9624418,-37.81728432
Vacant,144.9624418,-37.81728432
Hudsons Elizabeth Street,144.9641934,-37.81591326
KDIS,144.960162,-37.81320274
Redconnect Business Solutions Pty Ltd,144.9499517,-37.81158684
Konshell Pty Ltd,144.9193186,-37.79957121
Melbourne Kinesiology Clinic,144.9628116,-37.81581721
Barton Deakin,144.9505528,-37.80054883
Mum Mum Asian Street Food,144.9540004,-37.79936937
360 South ,144.9608292,-37.82683935
Jeans World,144.9572395,-37.80745984
Melbourne employment forum,144.9286093,-37.78939523
Erika,144.9600859,-37.81638558
Soho Style,144.9098977,-37.82476037
Off The Top Of My Head,144.9617626,-37.81212877
Vantage Point Realty,144.9627098,-37.81858716
News Corp Australia,144.9662623,-37.82066923
Supercharger,144.9638386,-37.81245199
Zeversolar ,144.9450469,-37.82100111
Arrow Internet Marketing,144.9626303,-37.81841106
Aspex Consulting,144.9840048,-37.80997273
Genius Direct Marketing,144.9798732,-37.84459108
Yohozunn Express,144.9657034,-37.810658
Skillsscorecard Pty Ltd,144.9627098,-37.81858716
Beau By William,144.9641733,-37.81573222
Winslow Infrastructure,144.9187862,-37.82221049
Tectura,144.9714347,-37.81471553
Boxt Jewellery,144.9726281,-37.81430616
Breadtop,144.9672768,-37.8124312
Ondigital,144.9592234,-37.81698718
Chatime,144.9638386,-37.81245199
Beckwith Cleverdon Rees,144.9643677,-37.81591135
Audio Visual Dynamics,144.920988,-37.82600955
Australian Technical & Management College No 2 Pty ,144.9593409,-37.80809479
Hardy Brothers Jewellery,144.9629761,-37.81622042
Cohga Pty Ltd,144.9600859,-37.81638558
Witchery,144.9687787,-37.79708919
At theTop of The Town,144.9569856,-37.82021402
The Edge @ Burbank House,144.9595185,-37.80804357
Capital Property Marketing,144.9662961,-37.83070462
Lena Hung & Associates,144.9583339,-37.81753764
FMSA,144.9559092,-37.80314859
Vacant,144.9285151,-37.79403414
Cafe Alcaston,144.9735468,-37.81304887
Vacant,144.9633758,-37.82092509
Henrrison Australia,144.9645574,-37.81567229
KF Group Development Pty Ltd,144.9601886,-37.81547268
Just Jeans,144.9645323,-37.81445406
Melbourne Chinese Jingpai Wine Import & Export Trading,144.9697778,-37.81170307
Parkville Echo Services,144.9559628,-37.79854141
Oriental Beauty Code,144.9479753,-37.81925128
St Vincents Hospital Payroll,144.9744557,-37.80901092
Sandlers,144.951187,-37.81501701
Oak & Vine Bar,144.9608283,-37.81778076
Textured Design Group,144.9253775,-37.82304058
RGIT Australia,144.9641977,-37.81712079
Mr Russell Goldsmith,144.9669591,-37.8271278
Delaware North Companies Australia Pty Ltd ,144.9803771,-37.82181585
Macquarie Collections Group,144.9582721,-37.81974184
Ziera Shoes Melbourne,144.9638605,-37.8150689
"Maia, Sumac & Sketch",144.9435654,-37.8165193
Ezymart,144.9572629,-37.81780327
Design Junkies.co,144.9667041,-37.81674222
Ausland & Oriental Partners,144.957088,-37.81686865
Yami Yami 3 ,144.96321,-37.80953222
Australasian College of Sports Physicians,144.9656511,-37.81635062
Navitas,144.9668768,-37.81259409
Arcadian Digital,144.9611919,-37.8153709
Myxplor Pty Ltd,144.9737201,-37.81372701
The European,144.9724291,-37.8109513
Cellarbrations Flinders Street,144.9558649,-37.82113126
International Relations,144.9627188,-37.80086586
Premier Technologies,144.9618657,-37.80689662
Wilder Moses Bengasino (WMB Lawyers),144.9648823,-37.8012061
Dan Murphy's,144.9657034,-37.810658
Three Crowns Hotel,144.9494595,-37.80539883
AARNet Pty Ltd,144.9664413,-37.80566982
Victorian Building Industry Disputes Panel Foundat,144.9648823,-37.8012061
Carestream Health,144.9843025,-37.81583642
Contours Travel Pty Ltd,144.9516898,-37.80566828
Essential Napery,144.9075956,-37.82794549
East Melbourne Ultrasound,144.983265,-37.80967101
Terrace Deli,144.95955,-37.81660734
Europcar,144.9571443,-37.82648032
Jarrah Restaurant & Bar,144.9671147,-37.82038777
Pitcher Partners Advisors,144.9591876,-37.8192157
Vacant,144.9628167,-37.81693351
Comcare Australia,144.9578132,-37.81636534
The Daily Kitchen,144.9629844,-37.81570426
Global Livestock Marketing Pty Ltd,144.9480368,-37.80193198
LFS Lawyers Pty Ltd,144.9620054,-37.81714399
Pro Property Consulting,144.9532514,-37.81166257
Education Services Australia,144.9597623,-37.81703239
Gaylord Indian Restaurant,144.9657704,-37.81206133
Gorman,144.9630189,-37.81073331
Runway Secrets,144.9652255,-37.81507549
Vacant,144.9644169,-37.81765084
Norton Gledhill,144.9589237,-37.81817724
Melbourne University Mountaineering Club,144.9583159,-37.8014779
Mantra On The Park - (Office),144.9680267,-37.8078604
MSIG,144.9589237,-37.81817724
Intersection Cafe,144.9672287,-37.79734681
Ezy Exchange Pty Ltd,144.9643593,-37.81143223
Surefact Australia,144.9771931,-37.83854242
Elvie Hill Fashions,144.9732924,-37.81489476
Akambo Private Wealth,144.9620054,-37.81714399
Northwind Group,144.9401994,-37.81427742
Barre Body Pty Ltd,144.9686768,-37.81618641
Australian Youth Climate Coalition Limited,144.96074,-37.80489529
Auspicious Arts Project Inc,144.9669591,-37.8271278
Koji,144.9608186,-37.81804618
Bottega Tasca,144.9671281,-37.79781958
Kini Swimwear Pty Ltd,144.960489,-37.81698962
RMIT Info Corner-Office For Prospective Students,144.9645504,-37.80818365
Brunswick Group Pty Ltd,144.9619461,-37.81861863
Amelia's Wardrobe,144.9630189,-37.81073331
Skillgate Learning Centres Group Pty Ltd,144.9591969,-37.81499761
Arthur Roe & Associates Pty Ltd,144.9581897,-37.80055483
Acumen Gentlemen Outfitters,144.9771931,-37.83854242
The Larwill Hotel,144.9501914,-37.79382016
TT Global,144.9688573,-37.81199769
Bellair Macauley Accountants,144.9299488,-37.7939013
Best and Less Travel,144.9664255,-37.81682355
Carlton Primary School,144.9701333,-37.79563143
CGC Accountants Pty Ltd,144.9566584,-37.80405638
vacant,144.9648338,-37.80230819
Embertec,144.9627098,-37.81858716
Bank West,144.9561073,-37.81571393
Australia Post,144.9628783,-37.81261442
Rare Steakhouse King Street,144.9573222,-37.81918367
Leader Of The Opposition - The Hon Matthew Guy,144.9724949,-37.81105607
Neverland Store,144.9638386,-37.81245199
Autonomy,144.9638386,-37.81245199
Chorus Executive,144.9566017,-37.81988484
Flight Centre Limited,144.9599965,-37.81679183
EM Education & Migration,144.9479753,-37.81925128
Dr Peter F Glynn / Dr Jessica Portuondo,144.9733552,-37.81383756
Viva Energy Australia,144.9490176,-37.81792089
Australian Postal Corporation,144.965973,-37.80425101
Empirica Research Pty Ltd,144.9628116,-37.81581721
Dr Annabel Tuckfield,144.9841619,-37.81229599
IMAC Legal & Compliance,144.9555653,-37.81329521
Professional Chinese Medical Services,144.9793123,-37.84459479
Oxfam Shop,144.9645323,-37.81445406
Fizz Farm,144.9479753,-37.81925128
Ivy Real Estate,144.961007,-37.80862891
Crown Promenade Hotel,144.9597768,-37.8238538
Geo Project Co,144.9712561,-37.81268978
Little Brother Cafe,144.960452,-37.8162783
Red Capsicum,144.9600381,-37.8044181
Melbourne Physiotherapy,144.9793123,-37.84459479
All Melbourne Rentals,144.96786,-37.8074266
Vacant,144.9711092,-37.81101377
Chatime (Lvl 1),144.9630189,-37.81073331
Vacant,144.9566886,-37.81146268
Chorus Studio,144.9703998,-37.81568875
ARA Australia,144.9662623,-37.82066923
Charlie Lovett,144.9503336,-37.82409303
Uncle Bobs Child Development Centre,144.9490154,-37.7958209
Cooking Vinyl Australia,144.9321847,-37.79705914
Optus World,144.9642312,-37.81597639
MDK Group ,144.962689,-37.81601764
Darathai,144.9656727,-37.80451563
Windsor College,144.9686769,-37.81072687
Feng Shui Cures & Crystals,144.9572395,-37.80745984
Vacant,144.9608476,-37.81614776
Vacant,144.9608476,-37.81614776
Aim Health Medical Centre,144.9651047,-37.81169356
Takumi Japanese Restaurant,144.9719781,-37.81136083
Global Forex,144.9401994,-37.81427742
Fintran Australia Pty Ltd,144.920988,-37.82600955
Best Western Riverside Apartments,144.957712,-37.81937993
Golden Age Group,144.9693797,-37.81398457
Vacant (Melbourne Skin Clinic),144.9733552,-37.81383756
Hicaps ,144.9691023,-37.80346001
La Parisienne Pates,144.9668266,-37.79954259
Brand Partners Commercial Lawyers,144.9606423,-37.81669009
Guava Bean,144.962154,-37.82167834
Dr Peter Ross Hays,144.968026,-37.81534394
Fitness First,144.9558446,-37.81824465
All Creatures On Hoddle,144.9905514,-37.81181099
The Cut Steakhouse,144.9699104,-37.81401267
Rivers ,144.9523782,-37.82539976
Melbourne Cricket Club,144.9832828,-37.81992883
Vacant,144.9686493,-37.80946476
Reiss,144.9648999,-37.81536587
Dr Richard Robinson,144.9581897,-37.80055483
Vacant,144.9200645,-37.7969672
Tandoor Kitchen,144.9586604,-37.82312164
Flemington Racecourse,144.9127653,-37.78908156
Hotel Grand Chancellor,144.96853,-37.81098009
Melplex Real Estate Pty Ltd,144.9625867,-37.8162988
The East West Overseas Aid Foundation Inc,144.9661707,-37.81699341
Smooth,144.9657774,-37.81507697
Sock Shop,144.9523393,-37.81815358
Dixon Advisory Limited ,144.9799791,-37.80919457
Westend Automotive & Ulttra Car Rentals,144.9463632,-37.80961336
Keiser Cafe,144.9592355,-37.80185711
Keiko Murakami,144.9671203,-37.81003208
Mr Thomas Hardy and Dr Khami Satchi,144.9748871,-37.80862592
The Royal Women's Hospital,144.9649799,-37.79893423
Gong Cha,144.9657034,-37.810658
River Studios,144.9115873,-37.80163548
Timberlands Research ,144.9673513,-37.80353835
Visamaster Immigration & Education Centre,144.9666228,-37.8163275
Sanlam Private Wealth,144.9700079,-37.81423688
Jason Grech,144.9515214,-37.80418261
Commonwealth Bank of Australia,144.9630189,-37.81073331
Amal Enterprises Pty Ltd,144.9358418,-37.7914562
Section 8 Bar,144.9653899,-37.81176167
Brady Hotels,144.9626724,-37.80917165
Wilson Parking ,144.9699175,-37.81784465
Yuanda Australia Pty Ltd,144.9679569,-37.79983347
TSL Group Limited,144.9621844,-37.81615528
MTSC,144.9648395,-37.8125239
The Overdraft Cafe,144.9624418,-37.81728432
Crown College,144.9583432,-37.82559096
Hunter Management Services,144.9517563,-37.80900569
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
vacant,144.9324723,-37.801636
Vacant,144.9710538,-37.81393633
Dianne's Delights,144.9572395,-37.80745984
CBP Lawyers,144.9573923,-37.81531863
Huddle Design Pty Ltd,144.9592234,-37.81698718
The Cupcake Family,144.9657034,-37.810658
Carlton & United Breweries,144.9670117,-37.8229657
Hair Additions,144.9645323,-37.81445406
Milura Pty Ltd,144.9597623,-37.81703239
Hedrena,144.9726281,-37.81430616
Allied Funds Management Ltd,144.9589237,-37.81817724
A Wiener & Co,144.9663304,-37.81584476
Symantec,144.9775355,-37.83909862
The University of Melbourne,144.9612468,-37.79739836
AM Actuaries Pty Ltd ,144.9632938,-37.81554941
Opium Exclusive Gentlemans Lounge and Exotic Dance,144.9550815,-37.81569596
Korean Travel Service Pty Ltd,144.9617492,-37.81276577
SVI Global,144.969386,-37.81492106
Teg Dainty,144.9628914,-37.8210403
Victoria Market Cakeshop,144.9572395,-37.80745984
Ecco,144.9648999,-37.81536587
Soul Hair,144.9618756,-37.81275051
Area 3,144.9702598,-37.81468591
Blue Lion Moving Services,144.9479753,-37.81925128
Ozford College Pty Ltd,144.9544993,-37.81280888
Novo Shoes ,144.9662952,-37.81272047
Workers Occupational Health Centre,144.9664109,-37.80643938
Wrays Intellectual Property,144.9633433,-37.81611256
Dynamic Web Training Pty. Limited,144.9620054,-37.81714399
Melbourne Museum,144.9716355,-37.80401886
Ocean View Cafe Port Melbourne,144.9052161,-37.82483593
Papa Guiseppe Pizza & Pasta,144.9465069,-37.798728
City Library,144.9659028,-37.81706291
Incolink ,144.9648823,-37.8012061
KFC,144.9378299,-37.81315031
Out of The Blue Seafoods,144.9572395,-37.80745984
SPM Business Consultants,144.9480368,-37.80193198
Regal Sleep,144.9523782,-37.82539976
Harrow Financial,144.9690184,-37.81650918
Rentokil Initial Pty Ltd,144.9187862,-37.82221049
Anthos In Australia Pty Ltd,144.9615725,-37.80376665
Metro,144.9552105,-37.81936788
City Cite,144.9582721,-37.81974184
Dr Wan Teh,144.954319,-37.7997297
Zenith Interiors Pty Ltd ,144.9685723,-37.81622507
Riverlee,144.9620054,-37.81714399
Student Flights,144.9630189,-37.81073331
IOOF Holdings Limited,144.9687553,-37.81543178
MacRoplan Holdings,144.9633433,-37.81611256
Ziggurat Design,144.964049,-37.81458812
Degani Bakery Cafe,144.9378299,-37.81315031
Southern Accounting and Consulting Services,144.9648823,-37.8012061
Michael Murphy,144.9778946,-37.80895362
Adult Discounters & Spartacus Lounge,144.9670869,-37.81123475
Workplace Training And Advisory Aust Pty Ltd,144.9555529,-37.81677365
John Paxinos & Associates,144.9669591,-37.8271278
Etihad Airways,144.9490176,-37.81792089
vacant,144.9613973,-37.78509079
vacant,144.9613973,-37.78509079
RDX,144.9630189,-37.81073331
Vacant,144.901215,-37.82997464
Vacant,144.9697963,-37.82944757
Jebsens,144.9621886,-37.81758572
Vacant,144.947217,-37.81817241
Vacant,144.947217,-37.81817241
Dilignet Pty Ltd,144.9606524,-37.81692381
Nut Trek,144.9572395,-37.80745984
Nick's Spaghetti Bar,144.9557716,-37.81386782
Premium Beverages Pty Ltd,144.9067154,-37.82651579
Best Education Services Australia,144.9648395,-37.8125239
Taussig Cherrie Fildes Pty Ltd,144.9564217,-37.81365662
Suit Shop,144.9713808,-37.81156933
Object Consulting Pty Ltd,144.9594163,-37.81446304
Clair Korobacs,144.9540178,-37.80139544
Unique Corporation (Aust) Pty Ltd,144.9553511,-37.80759351
Paper Empire,144.9321847,-37.79705914
The Asthma Foundation of Victoria,144.951643,-37.80879886
The Curtin,144.9656988,-37.80619915
Tigerlily Cafe,144.9657698,-37.80081687
Catholic Development Fund,144.9869324,-37.81624232
West Court,144.9599857,-37.81452036
Aohua Sheng Le Property Pty Ltd,144.9609616,-37.82461029
PDG Corporation,144.9618657,-37.80689662
Grey Street Anaesthetic Group Pty Ltd,144.9843025,-37.81583642
Kingstart Education and Migration,144.957088,-37.81686865
Worleyparsons,144.9632538,-37.81706705
Fossil,144.9638386,-37.81245199
Ixom,144.9735223,-37.80899046
Landream Management Pty Ltd,144.9715746,-37.81501535
Dr Graeme M Gonzales / Dr Valerie Tay,144.9748871,-37.80862592
Kineo,144.9610735,-37.81359799
Schon Cafe Restaurant & Function Venue ,144.9565711,-37.80550616
TT's Bros ,144.9572395,-37.80745984
Garrick Atkin / Amanda Sironic / Zoe Krupka,144.9612988,-37.81565401
DC Capital Advisors,144.969386,-37.81492106
Primacy,144.9627888,-37.81722704
Rogers & Gaylard Lawyers - Melbourne,144.9620054,-37.81714399
Eimai,144.9685851,-37.79681948
Red Pepper Indian Restaurant,144.972413,-37.81127672
Vacant,144.9387493,-37.80631212
Computerbank Victoria Inc,144.943741,-37.804838
East Melbourne Synagogue,144.9742301,-37.80902367
Vacant,144.9460682,-37.80242909
Birdlife Australia,144.96074,-37.80489529
Vacant,144.9436933,-37.7980088
City Slim & Laser Clinic,144.9700079,-37.81423688
Warwick Jones,144.951187,-37.81501701
Soul Soup Cafe,144.9642791,-37.80543863
Computer Troubleshooters,144.9515909,-37.81287878
Dhaka Restaurant & Supplies,144.9681529,-37.81081665
NL House,144.9656841,-37.80080712
New Field Education Group,144.957088,-37.81686865
Sires Menswear,144.9658313,-37.81606673
Hairy Canary,144.9671568,-37.81384227
The Gold Man Australia,144.9663304,-37.81584476
Mercedes Benz of Melbourne,144.9636447,-37.8279629
RMIT University,144.9645504,-37.80818365
Incu,144.9657034,-37.810658
Ashtanga Yoga Melbourne,144.9688281,-37.81614299
Energy Australia,144.9629442,-37.81491502
Dosa Corner,144.9553253,-37.81622847
Bianca Spender,144.9638386,-37.81245199
